#   T:  ACCEPTANCE:
       0.975    0.227136
       0.975    0.227023
       0.975    0.226894
       0.975    0.226815
       0.975    0.226706
       0.975    0.226694
       0.975    0.226601
           1    0.235986
           1    0.238328
           1    0.238597
           1    0.238812
           1    0.238911
           1     0.23892
           1    0.239121
           1    0.239046
           1    0.239223
           1    0.239144
           1    0.239002
           1    0.238849
           1    0.239039
           1    0.239004
           1    0.238923
           1    0.238689
           1     0.23869
           1     0.23856
           1    0.238616
           1    0.238577
       1.025     0.24988
       1.025    0.249751
       1.025    0.249147
       1.025    0.249634
       1.025    0.249615
       1.025    0.249192
       1.025    0.248739
       1.025    0.248909
       1.025    0.248811
       1.025    0.248765
       1.025    0.248741
       1.025    0.248987
       1.025    0.248988
       1.025    0.248784
       1.025    0.248901
       1.025    0.248843
       1.025     0.24879
       1.025    0.248682
       1.025     0.24861
       1.025    0.248623
        1.05    0.259997
        1.05    0.259908
        1.05    0.258938
        1.05    0.258946
        1.05    0.258804
        1.05    0.259408
        1.05    0.259486
        1.05    0.259317
        1.05    0.259165
        1.05    0.259131
        1.05     0.25879
        1.05    0.258859
        1.05    0.259015
        1.05    0.259034
        1.05    0.259098
        1.05    0.259094
        1.05    0.259151
        1.05    0.259158
        1.05    0.259008
        1.05    0.259095
       1.075    0.269168
       1.075    0.269011
       1.075    0.268588
       1.075    0.268624
       1.075    0.268836
       1.075    0.269058
       1.075    0.269091
       1.075    0.269129
       1.075    0.269337
       1.075    0.269339
       1.075    0.269356
       1.075    0.269301
       1.075    0.269255
       1.075    0.269273
       1.075    0.269363
       1.075    0.269403
       1.075    0.269283
       1.075    0.269295
       1.075    0.269274
       1.075    0.269197
         1.1    0.280323
         1.1    0.279857
         1.1    0.279526
         1.1    0.279357
         1.1    0.279875
         1.1    0.279895
         1.1    0.279924
         1.1    0.280182
         1.1    0.280163
         1.1    0.279956
         1.1    0.279929
         1.1    0.279978
         1.1     0.27972
         1.1    0.279473
         1.1     0.27947
         1.1    0.279511
         1.1    0.279516
         1.1    0.279515
         1.1    0.279479
         1.1    0.279389
       1.125    0.289512
       1.125    0.289904
       1.125    0.290368
       1.125    0.289614
       1.125    0.289359
       1.125    0.289229
       1.125    0.289213
       1.125    0.289568
       1.125     0.28944
       1.125    0.289155
       1.125    0.289075
       1.125    0.288944
       1.125    0.288872
       1.125    0.289038
       1.125    0.289098
       1.125    0.289056
       1.125    0.289129
       1.125    0.289211
       1.125    0.289303
       1.125    0.289242
        1.15      0.2985
        1.15    0.298764
        1.15    0.299252
        1.15    0.299704
        1.15     0.29946
        1.15    0.299167
        1.15     0.29911
        1.15    0.299118
        1.15    0.299001
        1.15    0.298998
        1.15     0.29893
        1.15    0.298944
        1.15    0.298681
        1.15    0.298628
        1.15    0.298599
        1.15    0.298582
        1.15    0.298636
        1.15    0.298579
        1.15    0.298572
        1.15    0.298644
       1.175    0.307654
       1.175    0.308871
       1.175    0.308863
       1.175    0.309018
       1.175    0.308929
       1.175    0.309349
       1.175    0.309425
       1.175    0.309239
       1.175    0.308922
       1.175    0.308687
       1.175    0.308746
       1.175    0.308656
       1.175    0.308516
       1.175    0.308484
       1.175    0.308492
       1.175    0.308507
       1.175    0.308426
       1.175    0.308414
       1.175    0.308353
       1.175    0.308408
         1.2    0.319236
         1.2    0.318683
         1.2    0.317938
         1.2    0.317444
         1.2    0.317393
         1.2    0.317406
         1.2    0.317173
         1.2    0.317229
         1.2    0.317395
         1.2    0.317276
         1.2    0.317437
         1.2    0.317343
         1.2    0.317581
         1.2    0.317775
         1.2    0.317644
         1.2    0.317557
         1.2      0.3176
         1.2    0.317669
         1.2    0.317585
         1.2    0.317492
       1.225    0.327367
       1.225    0.327003
       1.225    0.327497
       1.225    0.327277
       1.225    0.327171
       1.225    0.327078
       1.225    0.326983
       1.225    0.326904
       1.225    0.326913
       1.225    0.326742
       1.225    0.326824
       1.225    0.326768
       1.225    0.326769
       1.225    0.326758
       1.225    0.326664
       1.225    0.326638
       1.225    0.326612
       1.225    0.326657
       1.225    0.326573
       1.225    0.326614
        1.25    0.334675
        1.25    0.335527
        1.25    0.335568
        1.25    0.335321
        1.25    0.335251
        1.25    0.335523
        1.25    0.335585
        1.25    0.335618
        1.25    0.335823
        1.25    0.335753
        1.25    0.335841
        1.25    0.335785
        1.25    0.335838
        1.25    0.335958
        1.25    0.335946
        1.25    0.336093
        1.25    0.336118
        1.25    0.336052
        1.25    0.335993
        1.25    0.335981
       1.275     0.34679
       1.275    0.345068
       1.275    0.344679
       1.275    0.345145
       1.275    0.345247
       1.275    0.345082
       1.275    0.345037
       1.275    0.345021
       1.275    0.344986
       1.275    0.344763
       1.275    0.344423
       1.275    0.344691
       1.275    0.344847
       1.275    0.344861
       1.275    0.344873
       1.275    0.344885
       1.275    0.344881
       1.275    0.344818
       1.275    0.344866
       1.275    0.344859
         1.3    0.353818
         1.3    0.352253
         1.3    0.352704
         1.3    0.352855
         1.3    0.352571
         1.3    0.352581
         1.3    0.352768
         1.3    0.352899
         1.3    0.352789
         1.3    0.352863
         1.3     0.35283
         1.3    0.352987
         1.3     0.35287
         1.3    0.352946
         1.3    0.352936
         1.3    0.353082
         1.3     0.35307
         1.3    0.353064
         1.3    0.353009
         1.3    0.352969
       1.325    0.362752
       1.325     0.36178
       1.325    0.361993
       1.325    0.361924
       1.325    0.361605
       1.325    0.362104
       1.325    0.362151
       1.325     0.36208
       1.325    0.362238
       1.325    0.362156
       1.325    0.362192
       1.325    0.362114
       1.325    0.361966
       1.325    0.362003
       1.325    0.361811
       1.325    0.361808
       1.325    0.361875
       1.325    0.361644
       1.325    0.361773
       1.325    0.361774
        1.35    0.368662
        1.35    0.369067
        1.35    0.370034
        1.35    0.370132
        1.35    0.369481
        1.35    0.369678
        1.35    0.369862
        1.35    0.369944
        1.35    0.369861
        1.35    0.369983
        1.35    0.370067
        1.35    0.370016
        1.35    0.370041
        1.35    0.370007
        1.35    0.370113
        1.35    0.370189
        1.35    0.370082
        1.35    0.370021
        1.35    0.370078
        1.35    0.370002
       1.375    0.378171
       1.375    0.378038
       1.375    0.378242
       1.375    0.378804
       1.375    0.378739
       1.375    0.378668
       1.375    0.378352
       1.375    0.378148
       1.375    0.378003
       1.375     0.37806
       1.375    0.378116
       1.375    0.378293
       1.375    0.378338
       1.375    0.378366
       1.375    0.378332
       1.375    0.378405
       1.375    0.378485
       1.375    0.378523
       1.375    0.378545
       1.375    0.378516
         1.4      0.3849
         1.4    0.384873
         1.4    0.385418
         1.4     0.38581
         1.4    0.385648
         1.4    0.385885
         1.4    0.386146
         1.4    0.386289
         1.4    0.386171
         1.4    0.386331
         1.4    0.386493
         1.4     0.38656
         1.4    0.386452
         1.4    0.386463
         1.4    0.386457
         1.4    0.386537
         1.4     0.38653
         1.4    0.386493
         1.4    0.386496
         1.4    0.386468
       1.425     0.39302
       1.425     0.39524
       1.425    0.394905
       1.425    0.394772
       1.425    0.394528
       1.425    0.394273
       1.425    0.394632
       1.425    0.394433
       1.425    0.394411
       1.425    0.394253
       1.425     0.39435
       1.425    0.394226
       1.425    0.394262
       1.425    0.394145
       1.425    0.394263
       1.425    0.394248
       1.425    0.394296
       1.425    0.394451
       1.425    0.394527
       1.425    0.394565
        1.45    0.402808
        1.45     0.40249
        1.45    0.402377
        1.45    0.402413
        1.45    0.402367
        1.45    0.402416
        1.45     0.40257
        1.45    0.402474
        1.45    0.402211
        1.45    0.402237
        1.45     0.40232
        1.45    0.402079
        1.45    0.402292
        1.45    0.402431
        1.45    0.402325
        1.45    0.402237
        1.45    0.402237
        1.45    0.402289
        1.45    0.402294
        1.45    0.402356
       1.475     0.41004
       1.475    0.409807
       1.475    0.409568
       1.475    0.409533
       1.475    0.409729
       1.475    0.409852
       1.475    0.409955
       1.475    0.409981
       1.475     0.41008
       1.475    0.410083
       1.475     0.40986
       1.475    0.409695
       1.475    0.409693
       1.475    0.409833
       1.475    0.409936
       1.475    0.409948
       1.475     0.40992
       1.475    0.409891
       1.475    0.409892
       1.475    0.409893
         1.5    0.417364
         1.5    0.418857
         1.5    0.418681
         1.5    0.418524
         1.5    0.418222
         1.5    0.418003
         1.5    0.418131
         1.5    0.417992
         1.5    0.417762
         1.5    0.417548
         1.5    0.417467
         1.5     0.41737
         1.5    0.417395
         1.5    0.417604
         1.5    0.417441
         1.5    0.417492
         1.5    0.417425
         1.5    0.417394
         1.5    0.417405
         1.5    0.417386
       1.525    0.427243
       1.525    0.425248
       1.525    0.424835
       1.525    0.424924
       1.525    0.424967
       1.525     0.42516
       1.525    0.425001
       1.525     0.42471
       1.525     0.42493
       1.525    0.424891
       1.525    0.424648
       1.525    0.424745
       1.525    0.424693
       1.525    0.424651
       1.525    0.424664
       1.525    0.424592
       1.525    0.424594
       1.525    0.424739
       1.525    0.424635
       1.525    0.424553
        1.55    0.430521
        1.55    0.431123
        1.55    0.431796
        1.55    0.431649
        1.55    0.431855
        1.55    0.431611
        1.55    0.431601
        1.55    0.431864
        1.55     0.43179
        1.55    0.431857
        1.55     0.43187
        1.55     0.43203
        1.55    0.431919
        1.55    0.432003
        1.55    0.432001
        1.55    0.431963
        1.55    0.431948
        1.55    0.432033
        1.55    0.432026
        1.55    0.431978
       1.575     0.44037
       1.575     0.43835
       1.575    0.437907
       1.575    0.438067
       1.575    0.438353
       1.575    0.438258
       1.575    0.438236
       1.575    0.438263
       1.575    0.438174
       1.575    0.438218
       1.575    0.438353
       1.575    0.438393
       1.575    0.438413
       1.575    0.438313
       1.575    0.438245
       1.575    0.438279
       1.575    0.438336
       1.575    0.438429
       1.575    0.438368
       1.575    0.438445
         1.6    0.445721
         1.6    0.444806
         1.6    0.445606
         1.6    0.445665
         1.6    0.445354
         1.6    0.445085
         1.6    0.445368
         1.6     0.44532
         1.6    0.445312
         1.6    0.445284
         1.6    0.445361
         1.6    0.445319
         1.6    0.445229
         1.6      0.4452
         1.6    0.445362
         1.6    0.445424
         1.6    0.445473
         1.6    0.445437
         1.6    0.445456
         1.6    0.445389
       1.625     0.45183
       1.625    0.451867
       1.625    0.451847
       1.625    0.451634
       1.625    0.451741
       1.625    0.451892
       1.625    0.452035
       1.625    0.452107
       1.625    0.452168
       1.625    0.452238
       1.625    0.452247
       1.625    0.452156
       1.625    0.452313
       1.625     0.45237
       1.625     0.45226
       1.625    0.452267
       1.625      0.4523
       1.625     0.45225
       1.625    0.452296
       1.625    0.452289
        1.65    0.458403
        1.65    0.458352
        1.65    0.459052
        1.65    0.459072
        1.65    0.458945
        1.65     0.45874
        1.65    0.458646
        1.65    0.458847
        1.65    0.458741
        1.65    0.458702
        1.65    0.458819
        1.65    0.458778
        1.65    0.458841
        1.65    0.458789
        1.65    0.458753
        1.65    0.458691
        1.65     0.45864
        1.65    0.458619
        1.65    0.458592
        1.65    0.458675
       1.675    0.465122
       1.675    0.464655
       1.675    0.464351
       1.675    0.464765
       1.675    0.464916
       1.675     0.46464
       1.675     0.46488
       1.675    0.464898
       1.675     0.46488
       1.675    0.464795
       1.675    0.464834
       1.675    0.464894
       1.675    0.464984
       1.675    0.464932
       1.675    0.464903
       1.675    0.464978
       1.675    0.464943
       1.675    0.464994
       1.675    0.465046
       1.675    0.464995
         1.7    0.471014
         1.7    0.471062
         1.7     0.47099
         1.7    0.471313
         1.7    0.471487
         1.7    0.471668
         1.7    0.471532
         1.7    0.471463
         1.7    0.471473
         1.7     0.47152
         1.7    0.471656
         1.7    0.471751
         1.7    0.471674
         1.7    0.471676
         1.7    0.471664
         1.7    0.471633
         1.7    0.471536
         1.7    0.471566
         1.7    0.471593
         1.7    0.471601
       1.725      0.4779
       1.725    0.477791
       1.725    0.477866
       1.725    0.477656
       1.725    0.477553
       1.725    0.477595
       1.725    0.477594
       1.725    0.477543
       1.725    0.477797
       1.725    0.477666
       1.725    0.477712
       1.725    0.477701
       1.725    0.477743
       1.725    0.477668
       1.725    0.477751
       1.725    0.477702
       1.725    0.477569
       1.725    0.477643
       1.725    0.477603
       1.725    0.477634
        1.75    0.484098
        1.75    0.482839
        1.75    0.482854
        1.75    0.482818
        1.75    0.483259
        1.75    0.483378
        1.75    0.483275
        1.75    0.483257
        1.75     0.48355
        1.75    0.483486
        1.75    0.483666
        1.75    0.483604
        1.75     0.48359
        1.75    0.483619
        1.75    0.483741
        1.75    0.483731
        1.75    0.483676
        1.75     0.48365
        1.75    0.483622
        1.75    0.483681
       1.775     0.48911
       1.775    0.489273
       1.775    0.488792
       1.775    0.488665
       1.775    0.488551
       1.775    0.488769
       1.775    0.489087
       1.775    0.489254
       1.775    0.489275
       1.775    0.489353
       1.775    0.489252
       1.775    0.489255
       1.775    0.489279
       1.775    0.489332
       1.775    0.489294
       1.775    0.489382
       1.775    0.489341
       1.775    0.489334
       1.775     0.48938
       1.775     0.48939
         1.8    0.495454
         1.8     0.49541
         1.8    0.495374
         1.8    0.495347
         1.8    0.495075
         1.8    0.494895
         1.8    0.494894
         1.8    0.494941
         1.8    0.494863
         1.8    0.494939
         1.8    0.495028
         1.8    0.495039
         1.8    0.494967
         1.8    0.494929
         1.8    0.494919
         1.8    0.494914
         1.8    0.494934
         1.8    0.495027
         1.8    0.495117
         1.8     0.49509
       1.825    0.500916
       1.825    0.501293
       1.825    0.501972
       1.825    0.501986
       1.825    0.501991
       1.825    0.501501
       1.825    0.501562
       1.825    0.501532
       1.825    0.501455
       1.825    0.501325
       1.825    0.501334
       1.825    0.501367
       1.825    0.501325
       1.825    0.501323
       1.825     0.50127
       1.825    0.501269
       1.825    0.501359
       1.825     0.50134
       1.825    0.501356
       1.825    0.501298
        1.85    0.508212
        1.85    0.506987
        1.85    0.507437
        1.85    0.507411
        1.85    0.507276
        1.85    0.507154
        1.85    0.506978
        1.85    0.506947
        1.85    0.506909
        1.85    0.506981
        1.85    0.506728
        1.85    0.506647
        1.85    0.506791
        1.85    0.506754
        1.85    0.506726
        1.85    0.506768
        1.85    0.506735
        1.85    0.506759
        1.85    0.506782
        1.85    0.506775
       1.875    0.512145
       1.875    0.511921
       1.875     0.51207
       1.875    0.511968
       1.875    0.511974
       1.875    0.511782
       1.875    0.511912
       1.875    0.511783
       1.875    0.511815
       1.875    0.511933
       1.875    0.511868
       1.875    0.511821
       1.875    0.511756
       1.875    0.511705
       1.875    0.511753
       1.875    0.511668
       1.875    0.511708
       1.875     0.51171
       1.875    0.511794
       1.875    0.511821
         1.9    0.518029
         1.9    0.518475
         1.9    0.518549
         1.9    0.518791
         1.9    0.518482
         1.9    0.518068
         1.9    0.517822
         1.9    0.517761
         1.9    0.517698
         1.9    0.517783
         1.9    0.517884
         1.9    0.517856
         1.9    0.517849
         1.9    0.518108
         1.9    0.518163
         1.9     0.51812
         1.9    0.518136
         1.9    0.518092
         1.9    0.518058
         1.9    0.518007
       1.925    0.521731
       1.925    0.521799
       1.925    0.521749
       1.925    0.522061
       1.925    0.522007
       1.925    0.522179
       1.925    0.522382
       1.925    0.522334
       1.925    0.522325
       1.925    0.522394
       1.925    0.522351
       1.925    0.522463
       1.925    0.522409
       1.925    0.522397
       1.925    0.522478
       1.925    0.522467
       1.925    0.522446
       1.925    0.522443
       1.925    0.522465
       1.925    0.522551
        1.95    0.527126
        1.95    0.526415
        1.95    0.527055
        1.95    0.527217
        1.95    0.527383
        1.95    0.527683
        1.95    0.527841
        1.95     0.52772
        1.95    0.527763
        1.95    0.527699
        1.95    0.527647
        1.95    0.527708
        1.95    0.527709
        1.95    0.527641
        1.95    0.527601
        1.95    0.527645
        1.95     0.52763
        1.95    0.527641
        1.95    0.527616
        1.95    0.527663
       1.975    0.534667
       1.975    0.533901
       1.975    0.533555
       1.975    0.533686
       1.975    0.533489
       1.975    0.533512
       1.975    0.533429
       1.975    0.533526
       1.975    0.533558
       1.975    0.533141
       1.975    0.533113
       1.975    0.533188
       1.975    0.533163
       1.975    0.533099
       1.975    0.533118
       1.975    0.532996
       1.975    0.533031
       1.975    0.533011
       1.975    0.532996
       1.975    0.532922
           2    0.537582
           2     0.53793
           2    0.537985
           2    0.538165
           2     0.53797
           2    0.537906
           2    0.537824
           2    0.537781
           2      0.5377
           2    0.537784
           2    0.537698
           2    0.537632
           2    0.537525
           2    0.537403
           2    0.537434
           2    0.537548
           2    0.537559
           2    0.537566
           2    0.537649
           2     0.53766
